Acute and chronic alcohol use disorder,21
Injection/Ingestion,27
Abuse of Prescribed and Illicit Drugs,62
Misuse of medication,52
Ingested ethanol with medication,42
Intravenous drug abuse,NaN
"Medication, Alcohol Use",51
took personal methadone in addition to inpatient medical pain therapy,63
Took fentanyl and ethanol,NaN
Took illicit drug with prescribed medications,69
Took prescribed medication,61
Submerged in bathtub while under the influence of illicit drugs,66
Alcohol and Substance Abuse,60
Used Heroin and Cocaine,NaN
Took prescription medication,30
Used Heroin and Opiates,24
"Took ethanol, illicit drug, and prescription drugs",53
Opiate and Buprenorphine Use,47
Substance and medication use,58
Abused medications,39
Alcohol and medication/substance abuse,56
Used prescription medications,NaN
Injected Crushed Pills into Peripherally Inserted Central Catheter (PICC),36
Took ethanol with medications,48
Used Opiates and Ethanol,31
Used Heroin and Benzodiazepines,53
Used medications,NaN
Subsatnce abuse,35
ingested multiple pain medications,53
Fentanyl Toxicity,54
Used Cocaine and Opiates,28
Abuse of medication,45
used Fentanyl,30
ingested ethanol and medications,54
